movie,sentence,score
불도저에 탄 소녀,숨막히게 답답한 영화...배우들의 연기 빼고는...답답한 인간 군상 대잔치...마지막 1분 때문에 희생된 고구마 대잔치...,4
오아시스,영화를 본 시간이 꽤 흘렀음에도 포스터와 영화 제목만 보아도 가슴이 먹먹해지는,10
세븐틴 파워 오브 러브 : 더 무비,한 백번 봐도 안질릴듯함 ㅠㅠ,10
거북이 달린다,&amp;#34;누가 5여~?&amp;#34;가 내 웃음 포인트 ㅋㅋ,10
플립,기성세대에게 많이 느끼게 하는 영화 .,8
봄날,스토리도 담백하니 재밌고 잘봤습니다 배우들 연기가 일품이에요,10
니 부모 얼굴이 보고 싶다,정말 악랄한 아이들과 부모들이네요. 스토리도 좋고 재밌게봤습니다.,8
딥 임팩트,"재난에 대한 이야기지만 그 어떤 영화보다 사람, 휴머니즘을 그린 영화. 인간 존재에 대한 회의에 쩔어 있을때 보면 어느정도 회복이됩니다 ㅋㅋ 분명 디스토피아적인 상황인데도 희망과 회복이 곳곳에서 느껴졌어요. 요즘 헐리우드 영화는 이런류에서 아주 다크해진것 같아요. 시대가바뀐거겠죠?",9
더 컨트랙터,리얼한 총질 액션 허나 마지막 스토리가 너무 단순했다..,7
서울괴담,영화리뷰 처음써본다 공포영화 나왔길래 봄 별로일건 같았는데 생각보다 더 별로임 진짜 별로임 제발 돈 아끼세요 아이돌팬분들이 남긴 리뷰는 그럭저럭 괜찮아서 본건데 잘생기고 예쁘긴하더라고요 근데 영화는 별로임 일반인이면 보지마시길 제발...,1
나일 강의 죽음,결론이야 다 아는 것이고.. 영상미 보는 맛!,8
니 부모 얼굴이 보고 싶다,재미있지만.. 확실히 15세라 학교폭력 관련해서 트라우마 있으면 보기 힘들듯..,10
니 부모 얼굴이 보고 싶다,"과장하는 건 알겠는데, 그걸 너무 심하게 해스 초반부 4인이 근신 상태에서도 나대는 건 너무 과하게 비현실적이다.",3
레버넌트: 죽음에서 돌아온 자,"아메리카의 자연경관과 인간의 생존본능, 레오의 뛰어난 회복력에 놀람",10
불도저에 탄 소녀,충분히 더 많은 관객이 보았어야 할 웰메이드 영화,8
8월의 크리스마스,"어떤 분들은 10번도 넘게 봤다고 하는데, 전 그렇게 못 보겠어요. 그러다 보면 이 영화가 여러 추억 중의 하나가 될까봐요. 또 그리고 마음이 아려서도 그렇게 계속 못 보겠어요",10
니 부모 얼굴이 보고 싶다,다들 연기 잘하네요 정말 마지막 엔딩은 정말 여운이 깊게 남네요!,10
코코,최고의 디즈니 영화. 인생 영화,10
올드,"반전을 예상할수 없는, 몰입최고의 영화",10
코코,너무 감동적이었고요. 저는 인생영화입니다.,9
공기살인,영화를 보고 나니 딸과 아들이 엄마 2011년이면 우리 어릴때인데..엄마는.저 안 썼어? 하네요 그때 첫째 5살 둘째 3살. 저거 안 사용해본 엄마가 몇명이나 있을까 싶네요. ㅠㅠ  영화로 나와 좋았어요. 기업과 기득권세력의 공무원들의 밀착과 부패에 의한 살인의 실화,10
라이트 아웃,기대를 너무 했나 봅니다 그냥저냥..,7
부기나이트,가볍고 장난스러운데 자꾸 그럴법한 이야기.결국 우리 모두. 죽고싶기도 살고싶기도. 허황된 꿈을 꾸기도. 가끔 그꿈을 좇다 현실에 부딪치기도.,10
스파이의 아내,일본인이 이 영화를 만든 시도 자체를 응원하고싶습니다.,10
더 테러 라이브,나는 개인적으로 명작 근처는 갔다고 생각함,10
메리 미,오랜만에 너무 재밌었어요..,10
동경 이야기,바뀌어가는 가족의 형태에 대해 탄식하는 동시에 새로운 형태의 느슨한 연대에 대한 희망을 드러낸다,10
니 부모 얼굴이 보고 싶다,"흔히 한국 영화의 3대 단점으로 신파, 반전, 애국심으로 꼽는데윤제균 감독식의 신파 강박증은 없지만충무로식 한국영화의 단점인 반전 강박증을 여전히 극복하지 못한 영화.관객들에게 임팩트를 주려면 반전에 반전에 또 반전을 줘야한다는강박증인데 그 반전도 영화 좀 봤다하면 예상하기 너무 쉽고싱크홀 만든 감독인거처럼 조금만 설정을 따지게 되면 허점도 너무 많다.명배우들이 많아서 그나마 배우들 연기가 흡입력이 있지만 그거빼곤 없는 영화.솔직히 대혼돈의 멀티버스 개봉 이전이고부모님이랑 볼 만한 영화가 없어서 배우때문에 봤지만친구나 연인이랑 봤으면 미안하다고 밥사거나 앞으로 데이트할땐 영화관은 빼고 생각하자는 잔소리 들었을 영화.이제 5월이고 본격적으로 5월 개봉작들이 개봉 러쉬 들어가면 한계가 드러날 영화.물론 배우빨이 워낙 좋아 이 감독 전작인 싱크홀처럼 손익분기점은 넘기겠지만203040 세대한테 윤제균이란 이름이 일종의 &amp;#34;믿거&amp;#34;가 된거처럼김지훈이라는 이름도 &amp;#34;믿거&amp;#34;가 되지 않을까?물론 스폰서 입장에선 손익분기는 채우는 감독이라 상업 감독으로써는 계속 커리어 이어갈듯..",1
니 부모 얼굴이 보고 싶다,솔직히 작품마다 재미없던 설배우 아주 오랜만에 좋은 작품으로 찍었네요.재밌습니다 (야차는 진짜 대실망)연기들 다 좋구요.앵커도 보고 이영화 보는데 와 천우희 정말 진짜 예쁘네요.. 배우들 연기 다 좋습니다.,8
화이트데이: 부서진 결계,이영화는 맨데이트와 비벼볼수 있는 작품이다,1
죽이러 간다,저번에봤는데재밌었습니다,10
푸른 호수,진정성은 통한다~!!를 보여준 저스틴 전 파친코로 이어가는 뚝심~!! 전달력의 관건은 진심이라는 걸 깨우쳐주네요~!!,10
공기살인,어떻게 국민이 죽어나가는데도 국회는 침묵할수있는건지,10
스텔라,잔잔한 감동. 코믹도 있고. 마지막에 쟁면엔 울컥.은근히 재미남.,8
더 컨트랙터,스토리 진행은 참 좋은데 액션이 너무 빈약해서 아쉬웠음.,8
공기살인,문제를 알리는건 좋은데내용미 너무 뚝뚝 끊어지는 몰입이 전혀 안됐어요ㅜ,4
서울괴담,생활 밀착형 10개의 괴담 옴니버스 영화...~~!!,10
언더 서스피션,평점이 1년에 1개씩 생기는 비인기영화. 첨부터 끝까지 별 재미가 없음. 결말도 황당하고 &amp;#34;이게 뭐지 ?&amp;#34; 라는소리가 저절로나옴,5
특송,송새벽 배우 없었으면 5점 정도 였을듯 ㅋ 킬링타임용 아무생각없이 보긴좋아요,6
작전,빛내고 주식하지 말자 교훈을 주네,10
단지 세상의 끝,그냥 앙투안의 짜증만 1시간 내내..,4
마더,...할 말이 없다..,10
니 부모 얼굴이 보고 싶다,"문 한음 국제중학교 학생 김건우가 같은 반 친구 4명의 이름이 적힌 편지를 남긴 채, 의식불명 상태로 호숫가에서 발견된다. 병원 이사장의 아들 도윤재 전직 경찰청장의 손자 박규범 한음 국제중학교 교사의 아들 정이든 그리고, 변호사 강호창의 아들 강한결. 가해자로 지목된 아이들의 부모들은 자신의 권력과 재력을 이용해 사건을 은폐하려고 한다. 하지만, 담임 교사 송정욱의 양심 선언으로 건우 엄마또한 아들의 죽음에 관한 진실을 알게 된다.",10
평평남녀,"대충 줄거리는 TV에 소개되어 알고 있어 편안한 마음으로 보았고,  연기에 집중하다 보니 꽤 볼 만한 영화였음. 배우들 연기가 무리없이 흘러 가는 듯~",8
신비한 동물들과 덤블도어의 비밀,너무 지루해요 하하하흐르흐,4
우리들의 일기,옛날생각나네요. ㅋ재미있게 봤어요,10
부기나이트,연기력 구성 다재밌어요 꼭보세요 시간 순삭입니다,10
신비한 동물들과 덤블도어의 비밀,스토리 전개 내가 만들어도 이거보단 잘 만들듯. 이야기와 장면의 개연성이 전혀 없고 지루해서 조느라 정신 없었음. 끝났을때 드디어 해방되는 느낌. 돈을 퍼부었는지 3D 연출은 뛰어났으나 거지같은 전개로 전혀 빛을 못봄. 아직도 주인공이 누군지도 모를지경. 해리포터 완독자이지만 이해가 안감. 이런 전개는 관객을 무시하는 처사임.,1
달빛 그림자,어느 날 갑자기 사랑하는 히토시를 잃게 된 사츠키는 죽은 사람을 다시 만날 수도 있다는 기묘한 ‘달 그림자 현상’을 기다리며 슬픔을 극복해 나가는 모습과 미래로 나아가는 방식을 그려낸 작품이다.,10
노바디,짧고 군더더기 없어서 좋다시원하네,6
웨이 다운,볼만한 킬링타임용 범죄 스릴러..,6
서울괴담,개연성이 너무 떨어져요..,1
더 컨트랙터,특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나 미션 수행 도중 거대한 음모에 휘말리게 되고 충격과 위기를 겪게 된다.,10
해바라기,이 영화 나온지가 벌써 16년이 됐다니...,10
신비한 동물들과 덤블도어의 비밀,평점이 왜 이렇게 낮은지 모르겠는데 나쁘지는 않았음...  흥행 때문에 남은 시즌이 있을지 없을지 모르겠지만 남은 시즌이 있다는걸 생각하면 그럭저럭 볼만함!,9
뜨거운 피,오랜만에 심장이 뜨거웠음,8
베놈 2: 렛 데어 비 카니지,베놈이 잘못하면 사과도 하고 서운해하다가 칭찬해주니 곧바로 으쓱해하고.. 생긴거랑 다르게 카리스마가 1도 없네 연출도 꽝이구 너무 재미없어서 넷플에서 보다가 포기,1
니 부모 얼굴이 보고 싶다,보면서 평점 남김 연출과 시나리오가 버러지다,1
베놈 2: 렛 데어 비 카니지,마블의 아픈손가락 탄생,4
녹색 광선,하늘이 점 찍어준 그린라이트 신호,10
공기살인,꼭 봐야 하는 영화인 것 같아요 인상깊게 잘 봤네요 중간에 관전 포인트를 바꿔준  반전이 있어서 더 그랬던 것 같아요 공기살인 모두가 아는 영화가 되었으면 좋겠네요,10
야차,한끗차이 야차가 아니라 아차네,3
타이타닉 2,2.22를 유지해야되,1
메기,진실을 말한 성원이 덧붙일 변명까지 궁금해했던 나 자신을 반성한다,10
형,진한 감동ㅠㅠ 강추해요,10
신비한 동물들과 덤블도어의 비밀,리뷰 보고 걱정하면서 예매했는데 왜 걱정하게 만드는지이해가 안감ㅠ 저는 너무 재밌게 봤고 영상미도 좋고마법세계 좋아하는 분이라면 그냥 보세유 ㅠㅠㅠ신비한 동물사전 이름만큼 동물들에 포커스가 맞춰지진 않았지만해리포터 팬으로서 연결되는 부분들이 반가웠어요,10
너의 이름은.,하 또 봐도 명작.. 깊은 여운이 남은 애니,10
짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,자기가 아빠보다 더 멋진 사람이 될 거라는 짱구의 마지막 격려를 받고 떠난 로봇아빠는 과연 어떤 기분이었을까,10
신비한 동물들과 덤블도어의 비밀,어른의 사정과 중국의 자본으로 점철된 영화1편부터 기대해온 관객들을 배신한 영화.1. 유서프 카마는 대체 왜 그런거지?2. 내기니는 왜 2편에 넣었다가 빠진거지?3. 퀴니는 왜 빠진거지?4. 랠리 힉스 왜 넣은거?5. 그린델왈드라는 캐릭터의 주도면밀함은 왜개나 줘버린거지? 캐릭터를 이렇게 버리나?6. 테세우스는 대체 왜 있던거?7. 대체 크레덴스라는 캐릭터는 왜 존재한거지?8. 제이콥의 존재 의의는 뭐지? 제대로 활약은 했나? 지팡이 왜 받은거지?이 모든 질문들에 대한 답을 하나도 못한 영화였다.정말 보는 내내 짜증이 날 정도였고. 4편은 안 본다.해리포터 시리지의 최악의 망작이었다.,1
불안은 영혼을 잠식한다,정적이면서 우아한 미장센으로 담아낸 가장 외로운 사람들의 사랑 이야기,10
서울괴담,진짜 무섭습니다. 쌀 거 같아요,10
개들의 전쟁,쪽수가 7대2로 많은데 처음에 계속 처맞고 있는게 이해가 안감,8
이상한 나라의 수학자,가족이랑 보다가 많이 울었네요 잘봤습니다,10
쿠폰의 여왕,"코니는 어느 날,  공짜 쿠폰으로 돈을 벌 수 있는 획기적인 아이디어를 떠올리고 이웃집 절친이자 유튜버 꿈나무인 조조를 설득해 실행에 착수, 대박을 터뜨린다. 비즈니스 대성공의 기쁨을 만끽하며 명품부터 슈퍼카, 최신 무기 쇼핑까지 돈세탁에 열중하던 그때,수상함을 감지한 마트 손실 방지 전문가 켄이 본격 수사에 나선다.",10
야차,생각보다 재미있음!! 중간중간 킬링포인트도 있고 배우들의 연기가 좋음!,10
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,짱구가 오빠로서의 여유를 가짐으로써 집안의 균형을 맞출 수 있게 됐구나,10
B컷,신화창조 당신들 진짴ㅋ C컷도 안 되는 이런 영화를 별 5개? 아 개웃곀ㅋ 시간 아까우니까 거르세욬ㅋㅠㅠ,1
신비한 동물들과 덤블도어의 비밀,헤헤ㅅ발…시험기간에안보길잘했당,1
스텔라,이걸영화라고 시나리오쓴작가도 문제고 이스토리를 알고 영화를 만든 감독도 제정신아님 배우들은 아무리 쓰레기 영화라도 입금되면 찍는구나,1
베놈 2: 렛 데어 비 카니지,"도대체 뭘 말하고자 하는지 알수없는 서사...부족한 캐릭터성, 1보다 못한 액션연출, 킬링타임용도 안되는 영화..",4
서울괴담,일단 스토리도 개별로임.. 개연성이라고는 1도없고 상식적으로 이해가 안되는 편이 많음 그냥 귀신이나 상황 연출로 겁주려고하는데 그거도 그냥 별로임.. 그리고 팬들이면 몰라도 아이돌 너무 이쁘고 잘생겨서 별로 이입도 안됨..심야괴담회가 더 재밌,1
세븐틴 파워 오브 러브 : 더 무비,아 사랑해 진짜 사람 미치게 해 진짜,10
불도저에 탄 소녀,이영화 디지게 답답하네 답답해. 여자애가 설치고만 다니고 집안 난장나는 영화..,8
짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,짱구와 흰둥이가 가족으로서 서로 생각해주는 마음이 너무 예쁘다,10
세븐틴 파워 오브 러브 : 더 무비,진짜 감동하면서 봤음다...,10
